"StranaNr","Pořadí","Jméno","Věk","Povolání","Bydliště","Obhajuje","Minulá kandidatura","Změnil stranu"
508,7,"PAVEL SKOUPIL",42,"zahradník","Zlobice","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ","*"
902,13,"MARIE HRUŠKOVÁ",23,"studentka jazyků","Zlobice","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ","*"
902,11,"MUDr. ELENA LÍZALOVÁ ŠUJANSKÁ",30,"lékařka na mateřské dovolené","Zlobice","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ","*"
902,7,"Ing. EVA LÍZALOVÁ",29,"projektová managerka","Zlobice","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ","*"
902,2,"Ing. FRANTIŠEK LÍZAL Ph.D.,",31,"vědecký pracovník","Zlobice","Ano","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ","*"
901,6,"ANTONÍN VEČERKA",38,"OSVČ","Zlobice","Ne","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","*"
7,2,"OLDŘICH ČERVINKA",58,"mechanik","Zlobice","Ano","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ",""
7,3,"ZBYNĚK LÍZAL",60,"zedník","Zlobice","Ano","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ",""
7,4,"JOSEF KOCIÁN",49,"kovoobráběč","Zlobice","Ano","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ",""
7,11,"PETRA KOCIÁNOVÁ",44,"kuchařka","Zlobice","Ne","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ",""
901,8,"MILUŠE KUNČAROVÁ",63,"důchodkyně","Zlobice","Ne","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","*"
508,13,"IVANA GREGOROVÁ",40,"nezaměstnaná","Zlobice","Ne","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","*"
47,2,"BOŽENA BEČVÁŘOVÁ",61,"důchodce","Zlobice","Ne","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","*"
901,4,"KAMIL UHEREC",35,"OSVČ","Zlobice","Ne","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","*"
47,15,"ALENA SKÁCELOVÁ",66,"důchodce","Bojanovice","Ano","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,3,"ALENA SUSOVÁ",47,"poštovní doručovatelka","Bojanovice","Ano","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,14,"ERVÍN SVOZIL",57,"zaměstnanec  obce","Bojanovice","Ne","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,13,"MILOSLAV SKÁCEL",67,"důchodce","Bojanovice","Ne","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,9,"DAGMAR HRUŠÁKOVÁ",55,"účetní","Zlobice","Ne","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,7,"IVANA VOŽDOVÁ",62,"důchodce","Bojanovice","Ne","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,6,"HANA ŽŮRKOVÁ",38,"referentka","Zlobice","Ne","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,1,"ALEŠ VOŽDA",63,"důchodce","Bojanovice","Ne","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,5,"JARMILA NAVRÁTILOVÁ",38,"zdravotní sestra","Bojanovice","Ne","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
