"StranaNr","Pořadí","Jméno","Věk","Povolání","Bydliště","Obhajuje","Příslušnost","Minulá kandidatura"
7,1,"Ing. KAREL MUSÍLEK",50,"starosta obce","Maleč","Ano","ČSSD","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ"
7,9,"ROMAN JINDRA",40,"traktorista","Jeníkovec","Ne","ČSSD","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ"
7,5,"ROSTISLAV VEPŘOVSKÝ",37,"traktorista","Maleč","Ano","ČSSD","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ"
7,3,"ROMAN MUSÍLEK",44,"mechanizátor","Maleč","Ano","ČSSD","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ"
47,8,"JIŘÍ HEJDUK",67,"důchodce","Maleč","Ne","KSČM","KOMUNISTICKÁ STRANA ČECH A MORAVY"
47,9,"ZDENĚK KOLÁŘ",66,"důchodce","Maleč","Ne","KSČM","KOMUNISTICKÁ STRANA ČECH A MORAVY"
47,1,"PAVEL NOVOTNÝ",64,"důchodce","Maleč","Ano","KSČM","KOMUNISTICKÁ STRANA ČECH A MORAVY"
7,6,"HELENA MUSÍLKOVÁ",45,"ekonom","Maleč","Ne","BEZPP","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ"
47,2,"Ing. FRANTIŠEK ŠEVČÍK",71,"důchodce","Maleč","Ano","BEZPP","KOMUNISTICKÁ STRANA ČECH A MORAVY"
47,5,"JARMILA BLAŽEJOVSKÁ",52,"projektantka","Maleč","Ne","BEZPP","KOMUNISTICKÁ STRANA ČECH A MORAVY"
7,4,"JAROMÍR POSPÍŠIL",54,"soukromý podnikatel","Maleč","Ano","BEZPP","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ"
47,7,"JOSEF BOHÁČ",36,"dělník","Dolní Lhotka","Ne","BEZPP",""
7,7,"PAVEL ŠPITÁLNÍK",38,"soukromý podnikatel","Maleč","Ne","BEZPP",""
7,2,"Mgr. VĚRA ŘÍPOVÁ",57,"ředitelka školy","Maleč","Ano","BEZPP","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ"
47,3,"MUDr. MARCELA JANOUŠKOVÁ",49,"lékařka","Horní Lhotka","Ano","BEZPP","KOMUNISTICKÁ STRANA ČECH A MORAVY"
47,6,"PAVEL JELÍNEK",41,"obchodní zástupce","Blatnice","Ne","BEZPP","KOMUNISTICKÁ STRANA ČECH A MORAVY"
7,8,"LENKA NĚMCOVÁ",41,"zdravotní sestra","Maleč","Ano","BEZPP","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ"
47,4,"LEOŠ PRADÁČ",44,"strojní zámečník","Maleč","Ne","BEZPP",""
