"StranaNr","Pořadí","Jméno","Věk","Povolání","Bydliště","Obhajuje","Příslušnost","Minulá kandidatura"
47,11,"JIŘÍ TVRDÍK",56,"traktorista","Dobrnice","Ano","KSČM","KOMUNISTICKÁ STRANA ČECH A MORAVY"
47,2,"JAROSLAV KAREL",53,"podnikatel","Vrbice","Ano","KSČM","KOMUNISTICKÁ STRANA ČECH A MORAVY"
47,1,"LENKA KOTANOVÁ",60,"účetní","Leština u Světlé","Ano","KSČM","KOMUNISTICKÁ STRANA ČECH A MORAVY"
47,9,"MARIE PAJEROVÁ",59,"důchodkyně","Leština u Světlé","Ne","KSČM","KOMUNISTICKÁ STRANA ČECH A MORAVY"
47,8,"ZDEŇKA AUBRECHTOVÁ",59,"důchodkyně","Leština u Světlé","Ano","KSČM","KOMUNISTICKÁ STRANA ČECH A MORAVY"
53,1,"JAROMÍR VADINSKÝ",50,"starosta obce","Leština u Světlé","Ano","ODS","OBČANSKÁ DEMOKRATICKÁ STRANA"
53,4,"JIŘÍ LINEK",63,"soukromý podnikatel","Leština u Světlé","Ne","BEZPP",""
47,5,"JAROSLAV VIKTORA",43,"truhlář","Leština u Světlé","Ne","BEZPP",""
901,5,"JIŘÍ ŠUPITA",56,"OSVČ","Leština u Světlé","Ne","BEZPP",""
901,10,"Ing. JAROSLAV PAJER",37,"technik","Leština u Světlé","Ne","BEZPP",""
53,5,"Ing. LENKA VOSYKOVÁ",49,"soukromá podnikatelka","Leština u Světlé","Ne","BEZPP",""
901,6,"HANA BLÁHOVÁ",51,"invalidní důchodce","Leština u Světlé","Ne","BEZPP","OBČANSKÁ DEMOKRATICKÁ STRANA"
47,6,"IVANKA KOZLÍKOVÁ",48,"kuchařka","Leština u Světlé","Ne","BEZPP",""
53,11,"JAKUB BRANDEJSKÝ",29,"poštovní úředník","Dobrnice","Ne","BEZPP",""
53,6,"JIŘÍ PISKAČ",56,"sklář","Leština u Světlé","Ano","BEZPP","OBČANSKÁ DEMOKRATICKÁ STRANA"
901,11,"JAROSLAV TVRDÍK",56,"staniční dozorce","Vrbice","Ne","BEZPP",""
901,9,"JANA KARAFIÁTOVÁ",47,"nezaměstnaná","Leština u Světlé","Ne","BEZPP",""
901,2,"LUDMILA ŠEMÍKOVÁ",50,"OSVČ","Leština u Světlé","Ne","BEZPP",""
47,7,"LADISLAV BÁRTA",49,"pracovník Českých drah","Leština u Světlé","Ne","BEZPP",""
47,10,"JOSEF KOTAN",64,"důchodce","Leština u Světlé","Ne","BEZPP",""
901,8,"HANA ŠVANDOVÁ",56,"masérka","Leština u Světlé","Ne","BEZPP",""
53,10,"Ing. ŠTĚPÁN MERCL",26,"logistik","Leština u Světlé","Ne","BEZPP","OBČANSKÁ DEMOKRATICKÁ STRANA"
53,3,"MIROSLAV FOREJT",23,"ošetřovatel v záchranné stanici","Leština u Světlé","Ne","BEZPP",""
53,2,"JOSEF SEMRÁD",64,"ředitel společnosti","Štěpánov","Ano","BEZPP","OBČANSKÁ DEMOKRATICKÁ STRANA"
901,1,"Ing. KAREL KRAJÍČEK",51,"učitel","Leština u Světlé","Ne","BEZPP",""
53,7,"PATRIK CIHLÁŘ",33,"konstruktér","Leština u Světlé","Ne","BEZPP",""
47,4,"MILOSLAV KOLÁŘ",60,"zedník","Dobrnice","Ano","BEZPP","KOMUNISTICKÁ STRANA ČECH A MORAVY"
901,3,"PAVEL ŠVANDA",35,"řidič","Leština u Světlé","Ne","BEZPP",""
47,3,"Ing. PETR ČÁLEK",48,"pracovník Českých drah","Štěpánov","Ne","BEZPP","KOMUNISTICKÁ STRANA ČECH A MORAVY"
53,8,"ROMAN LINEK",39,"soukromý podnikatel","Leština u Světlé","Ano","BEZPP","OBČANSKÁ DEMOKRATICKÁ STRANA"
901,4,"ZDENĚK RŮŽIČKA",40,"OSVČ","Leština u Světlé","Ne","BEZPP",""
901,7,"VOJTĚCH MERCL",31,"výpravčí","Leština u Světlé","Ne","BEZPP",""
53,9,"PAVEL KOLÁŘ",49,"zaměstnanec krajské správy a údržby silnic","Dobrnice","Ne","BEZPP","OBČANSKÁ DEMOKRATICKÁ STRANA"
