"StranaNr","Pořadí","Jméno","Věk","Povolání","Bydliště","Obhajuje","Minulá kandidatura","Změnil stranu"
47,10,"KAREL BROŽ",64,"v důchodu","Libušín","Ne","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,1,"Dr. JAROSLAV POKORNÝ",63,"OSVČ","Libušín","Ano","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,12,"MIROSLAV SUCHÝ",59,"dělník","Libušín","Ne","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,5,"VÁCLAV SOUČEK",66,"v důchodu","Libušín","Ano","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,3,"IVA PIONTKOVÁ",68,"v důchodu","Libušín","Ne","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
721,3,"PAVEL SLÁMA",43,"živnostník","Libušín","Ne","OBČANSKÁ DEMOKRATICKÁ STRANA","*"
47,9,"MICHAL HORA",32,"řidič","Libušín","Ano","OBČANSKÁ DEMOKRATICKÁ STRANA","*"
721,5,"ZDENĚK LIŠKA",37,"podnikatel","Libušín","Ne","TOP 09",""
721,9,"ZDENĚK KAŠPÁREK",49,"technik","Libušín","Ne","TOP 09",""
721,4,"LADISLAV JÍLEK",39,"dispečer","Libušín","Ne","TOP 09",""
721,7,"MARKÉTA JÍLKOVÁ",35,"letuška","Libušín","Ne","TOP 09",""
721,10,"JAN BRAUN",35,"podnikatel","Libušín","Ne","TOP 09",""
721,1,"Ing. ANTONÍN TOLKAČEV",47,"podnikatel","Libušín","Ano","TOP 09",""
721,2,"PETRA HONICKÁ DiS.",35,"asistentka","Libušín","Ne","TOP 09",""
721,6,"JAROSLAV DAVÍDEK",40,"návrhář","Libušín","Ne","TOP 09",""
901,1,"Ing. VLADIMÍR EICHLER",50,"starosta","Libušín","Ano","LIBUŠÍN - SDRUŽENÍ NEZÁVISLÝCH",""
901,2,"JINDRA ŠMOLÍKOVÁ",45,"místostarostka","Libušín","Ano","LIBUŠÍN - SDRUŽENÍ NEZÁVISLÝCH",""
901,9,"Mgr. IVA DUBRAVSKÁ",48,"ředitelka základní školy","Libušín","Ano","LIBUŠÍN - SDRUŽENÍ NEZÁVISLÝCH",""
901,4,"VÁCLAV DOŠEK",41,"odborný prodavač","Libušín","Ne","LIBUŠÍN - SDRUŽENÍ NEZÁVISLÝCH",""
901,15,"doc. PhDr. PAVEL STRNAD CSc.",69,"pedagog","Libušín","Ne","LIBUŠÍN - SDRUŽENÍ NEZÁVISLÝCH",""
901,10,"TOMÁŠ NÁPRSTEK",50,"soukromý podnikatel","Libušín","Ano","LIBUŠÍN - SDRUŽENÍ NEZÁVISLÝCH",""
901,3,"VĚRA PORTUŽÁKOVÁ",48,"ředitelka mateřské školy","Libušín","Ano","LIBUŠÍN - SDRUŽENÍ NEZÁVISLÝCH",""
901,12,"JAROSLAV KODET",50,"státní zaměstnanec","Libušín","Ne","",""
721,8,"ANEŽKA VETEŠNÍKOVÁ",51,"strážný","Libušín","Ne","",""
721,12,"BARBORA PETEROVÁ",38,"matka v domácnosti","Libušín","Ne","",""
721,14,"BEDŘICH VETEŠNÍK",55,"důchodce","Libušín","Ne","",""
901,14,"MUDr. BLANKA BLÁHOVÁ",49,"lékařka","Libušín","Ne","",""
901,11,"Ing. DANIELA VLKOVÁ",39,"soukromá podnikatelka","Libušín","Ne","",""
47,6,"EVA HOLEČKOVÁ",55,"asistentka","Libušín","Ne","",""
901,5,"MAREK PLEŠNER",42,"soukromý podnikatel","Libušín","Ne","",""
901,8,"Ing. IVANA KLESNILOVÁ",45,"státní zaměstnanec","Libušín","Ne","",""
901,13,"PAVEL POUL",24,"specialista v oblasti řízení rizik Libušín","Libušín","Ne","",""
721,13,"PAVEL SOUČEK",21,"student","Libušín","Ne","",""
47,2,"JIŘÍ PANENKA",66,"v důchodu","Libušín","Ne","",""
901,7,"Ing. MIROSLAV MELIKANT",53,"soukromý podnikatel","Libušín","Ne","",""
47,4,"MARIE ŠILHAVÁ",61,"v důchodu","Libušín","Ne","",""
901,6,"Ing. RADEK PANENKA",32,"pedagog","Libušín","Ne","",""
47,13,"JINDŘICH ŠILHAVÝ",61,"dělník","Libušín","Ne","",""
721,11,"PETR NELIBA",37,"živnostník","Libušín","Ne","",""
47,7,"VÁCLAV MRHAL ML.",34,"plánovač","Libušín","Ne","",""
47,8,"RADKA BUČKOVÁ",23,"studentka","Libušín","Ne","",""
47,11,"MILAN POSPÍŠIL",61,"v důchodu","Libušín","Ne","",""
47,14,"PETR KUČERA",51,"technik","Libušín","Ne","",""
721,15,"VLADANA SOUČKOVÁ",40,"prodavačka","Libušín","Ne","",""
47,15,"VÁCLAV MRHAL ST.",57,"dělník","Libušín","Ne","",""
