"StranaNr","Pořadí","Jméno","Věk","Povolání","Bydliště","Obhajuje","Minulá kandidatura","Změnil stranu"
449,4,"JOSEF VALA",64,"soukromý zemědělec","Kralice nad Oslavou","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ","*"
1,10,"MARIE ZICHOVÁ",66,"důchodce","Horní Lhotice","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
1,4,"Ing. MONIKA OBROVÁ",37,"ekonom","Kralice nad Oslavou","Ano","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
1,5,"ROMAN PAVLÍČEK",42,"státní zaměstnanec","Horní Lhotice","Ano","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
1,1,"Mgr. JAN MUSIL",31,"učitel ZŠ","Kralice nad Oslavou","Ano","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
1,12,"Mgr. HANA MÁŠOVÁ",39,"učitelka ZŠ","Kralice nad Oslavou","Ano","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
1,2,"Mgr. JANA NEKUDOVÁ",53,"pedagogický pracovník","Kralice nad Oslavou","Ano","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
1,9,"MILAN PAVLÍČEK",38,"technik","Kralice nad Oslavou","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
470,1,"Ing. PŘEMYSL TOMEK",33,"živnostník","Kralice nad Oslavou","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ","*"
1,3,"PAVEL SOUKOP",43,"státní zaměstnanec","Horní Lhotice","Ano","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
7,1,"Ing. JIŘÍ SOCHOR",64,"důchodce","Kralice nad Oslavou","Ano","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ",""
724,3,"LUDMILA PEŤOVÁ",46,"pracovník v sociálních službách","Kralice nad Oslavou","Ne","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","*"
7,8,"VÁCLAV PAVLÍK",43,"účetní poradce","Kralice nad Oslavou","Ne","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ",""
724,11,"Mgr. IVANA ZEJDOVÁ",40,"učitelka ZŠ","Kralice nad Oslavou","Ne","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","*"
