"Strana","Počet kandidátů","Průměrný věk","Podíl žen","Akademický titul","Mandát obhajuje","Změna strany","StranaNr"
"MICHAL MORAVEC, NEZÁVISLÝ KANDIDÁT","1/7","39","0%","0%","1",0,801
"JÁN BAĎO, NEZÁVISLÝ KANDIDÁT","1/7","43","0%","0%","1",0,802
"MARCEL KŘÍŽ, NEZÁVISLÝ KANDIDÁT","1/7","35","0%","0%","0",0,803
"GABRIELA TOŠOVSKÁ, NEZÁVISLÝ KANDIDÁT","1/7","36","0%","0%","1",0,804
"DAVID MORAVEC, NEZÁVISLÝ KANDIDÁT","1/7","39","0%","0%","0",0,805
"JIŘÍ TOMÁŠ, NEZÁVISLÝ KANDIDÁT","1/7","44","0%","0%","1",0,806
"JIŘÍ UNGRÁD, NEZÁVISLÝ KANDIDÁT","1/7","38","0%","0%","1",0,807
"JAN MOC, NEZÁVISLÝ KANDIDÁT","1/7","67","0%","0%","0",0,808
"ROMAN VÁCLAVEK, NEZÁVISLÝ KANDIDÁT","1/7","35","0%","0%","1",0,809
"JOSEF ŠVORC, NEZÁVISLÝ KANDIDÁT","1/7","36","0%","0%","1",0,810
