"Strana","Počet kandidátů","Průměrný věk","Podíl žen","Akademický titul","Mandát obhajuje","Změna strany","StranaNr"
"JIŘÍ HAMBÁLEK","1/9","34","0%","0%","1",0,801
"ZDENĚK NOVÁK","1/9","52","0%","0%","1",0,802
"LEOŠ PŘEPECHAL","1/9","30","0%","0%","1",0,803
"RUDOLF HLAVNIČKA","1/9","35","0%","0%","1",0,804
"BOHUMIL PELÁN","1/9","47","0%","0%","0",0,805
"MICHAL RODEK","1/9","27","0%","0%","0",0,806
"JAROSLAV PELÁN","1/9","52","0%","0%","1",0,807
"STANISLAV KURTIN","1/9","41","0%","0%","1",0,808
"DAVID NOVÁK","1/9","23","0%","0%","1",0,809
"ZDENĚK KUCHAŘÍK","1/9","54","0%","0%","0",0,810
"PAVEL PADĚLEK","1/9","36","0%","0%","1",0,811
"JANA NOVÁKOVÁ","1/9","51","100%","0%","0",0,812
"LEOŠ PŘEPECHAL","1/9","54","0%","0%","0",0,813
