"Strana","Počet kandidátů","Průměrný věk","Podíl žen","Akademický titul","Mandát obhajuje","Změna strany","StranaNr"
"FRANTIŠEK KUDLÁČ, NEZÁVISLÝ KANDIDÁT","1/7","51","0%","0%","1",0,801
"IVA ŠOTNEROVÁ, NEZÁVISLÝ KANDIDÁT","1/7","35","100%","0%","1",0,802
"JANA ŽÁKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","36","100%","0%","1",0,803
"MILOŠ HATLÁK, NEZÁVISLÝ KANDIDÁT","1/7","35","0%","0%","1",0,804
"JAROMÍR KOPÁČEK, NEZÁVISLÝ KANDIDÁT","1/7","26","0%","0%","1",0,805
"PETR PÁVEK, NEZÁVISLÝ KANDIDÁT","1/7","29","0%","0%","1",0,806
"JAROSLAV ŠOTNER, NEZÁVISLÝ KANDIDÁT","1/7","36","0%","0%","1",0,807
"MGR. HANA VÍTKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","35","100%","100%","0",0,808
"MIROSLAV SYSEL, NEZÁVISLÝ KANDIDÁT","1/7","49","0%","0%","0",0,809
"DAGMAR ZAVŘELOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","24","100%","0%","0",0,810
"ROMAN MIČKA, NEZÁVISLÝ KANDIDÁT","1/7","36","0%","0%","0",0,811
"STANISLAV BAJER, NEZÁVISLÝ KANDIDÁT","1/7","61","0%","0%","0",0,812
