"Strana","Počet kandidátů","Průměrný věk","Podíl žen","Akademický titul","Mandát obhajuje","Změna strany","StranaNr"
"NEZÁVISLÝ KANDIDÁT TOMÁŠ PETÝREK","1/5","36","0%","0%","0",0,801
"NEZÁVISLÝ KANDIDÁT JAROSLAV DĚDIČ","1/5","59","0%","0%","0",0,802
"NEZÁVISLÝ KANDIDÁT JOLA SCSEVLIKOVÁ","1/5","44","100%","0%","0",0,803
"NEZÁVISLÝ KANDIDÁT SOŇA DĚDIČOVÁ","1/5","56","100%","0%","0",0,804
"JIŘÍ ŠEDIVÝ","1/5","59","0%","0%","0",0,805
"NEZÁVISLÝ KANDIDÁT ZDENĚK ŠVEJNOHA","1/5","45","0%","0%","0",0,806
"EDUARD VONDRÁŠEK","1/5","58","0%","0%","0",0,807
"NEZÁVISLÝ KANDIDÁT MARIE LOJÍNOVÁ","1/5","58","100%","0%","0",0,808
"NEZÁVISLÝ KANDIDÁT KULOVANÁ IRENA","1/5","61","100%","0%","0",0,809
"NEZÁVISLÝ KANDIDÁT PETR TESKA","1/5","41","0%","0%","0",0,810
