"Strana","Počet kandidátů","Průměrný věk","Podíl žen","Akademický titul","Mandát obhajuje","Změna strany","StranaNr"
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","1/11","47","100%","0%","0",0,7
"VLADIMÍR VACEK, NEZÁVISLÝ KANDIDÁT","1/11","59","0%","0%","1",0,801
"PETR DVOŘÁK, NEZÁVISLÝ KANDIDÁT","1/11","37","0%","0%","1",0,802
"JAROSLAV PRČÍK, NEZÁVISLÝ KANDIDÁT","1/11","37","0%","0%","0",0,803
"JANA KALINOVÁ, NEZÁVISLÝ KANDIDÁT","1/11","51","100%","0%","0",0,804
"MIROSLAV KŘIŠTA, NEZÁVISLÝ KANDIDÁT","1/11","46","0%","0%","1",0,805
"LUBOŠ ČERNÝ, NEZÁVISLÝ KANDIDÁT","1/11","37","0%","0%","0",0,806
"MIROSLAV NEKOLA, NEZÁVISLÝ KANDIDÁT","1/11","44","0%","0%","1",0,807
"LUKÁŠ BŘEZINA, NEZÁVISLÝ KANDIDÁT","1/11","27","0%","0%","0",0,808
"LADISLAV ŠTORC, NEZÁVISLÝ KANDIDÁT","1/11","39","0%","0%","1",0,809
"MIROSLAV MACHÁČEK, NEZÁVISLÝ KANDIDÁT","1/11","51","0%","0%","1",0,810
"ING. PAVEL JANDEJSEK, NEZÁVISLÝ KANDIDÁT","1/11","29","0%","100%","1",0,811
"TOMÁŠ BLAŽEJOVSKÝ, NEZÁVISLÝ KANDIDÁT","1/11","27","0%","0%","0",0,812
"EMIL MENDL, NEZÁVISLÝ KANDIDÁT","1/11","58","0%","0%","1",0,813
"LUCIE JELÍNKOVÁ, NEZÁVISLÝ KANDIDÁT","1/11","23","100%","0%","1",0,814
"JAN PTÁČEK, NEZÁVISLÝ KANDIDÁT","1/11","35","0%","0%","1",0,815
"JIŘÍ POSPÍŠIL, NEZÁVISLÝ KANDIDÁT","1/11","36","0%","0%","1",0,816
"MAREK FUČÍK, NEZÁVISLÝ KANDIDÁT","1/11","37","0%","0%","0",0,817
"ING. PETR GREGOR, NEZÁVISLÝ KANDIDÁT","1/11","45","0%","100%","0",0,818
