"Strana","Počet kandidátů","Průměrný věk","Podíl žen","Akademický titul","Mandát obhajuje","Změna strany","StranaNr"
"PETR JEHLIČKA","1/7","50","0%","0%","0",0,801
"TOMANOVÁ MARCELA","1/7","42","100%","0%","0",0,802
"MILOŠ HAMPL","1/7","35","0%","0%","0",0,803
"JIŘÍ DOLEŽAL","1/7","29","0%","0%","0",0,804
"VÁCLAV KRÁL","1/7","46","0%","0%","0",0,805
"MONIKA HAMPLOVÁ","1/7","41","100%","0%","0",0,806
"MARKÉTA PISKAČOVÁ","1/7","36","100%","0%","0",0,807
"KRÁL JIŘÍ","1/7","35","0%","0%","0",0,808
"JOSEF HAVRDA","1/7","53","0%","0%","0",0,809
"HANA KURZOVÁ","1/7","71","100%","0%","0",0,810
"VLADIMÍR TOMAN","1/7","45","0%","0%","0",0,811
